Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
8e76efc4-1afc-491f-9c17-609422a7f93e,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W234,,"A. QIDP will ensure that training objectives for Client 1, 3, 6, are written to include the type of data and frequency to be collected and in-service staff on proper data collecting by 9/13/21  

B. AD will monitor objectives quarterly and document his review on electronic record system.  

C. 9/13/21 "
6b97a855-5770-434f-a4a8-195add47d18b,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W237,,"A. QIDP will ensure that training objectives for Client 1, 3, 6, are written to include the type of data and frequency to be collected and in-service staff on proper data collecting by 9/13/21  

B. AD will monitor objectives quarterly and document his review on electronic record system.  

C. 9/13/21 "
114c227e-4216-4a31-b393-7c7a4710504e,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W249,,"A. QIDP, PM, and RN will in-service staff by 9/13/21 to follow each individual’s medication objective in their individual program plan. QIDP, PM, and RN will in-service staff on Client 3’s medication goal by 9/13/21. 

B. QIDP, PM, RN will monitor monthly per monthly medication observation form uploaded into electronic record system.  

C. 9/13/21 "
19499e96-ad71-4973-a1ef-bc30dc6ed324,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W252,,"A. QIDP, PM, and RN to in-service staff on doing data collection for each shift (AM, PM, NOC) for Client 1, 3, and 6 for their behavior programs by 9/13/21.  

B. QIDP to monitor behavior tracking monthly. AD to monitor monthly Q notes quarterly.  

C. 9/13/21 "
bd191a2f-31bd-4e03-85d3-189447bc0d80,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W262,,"A. QIDP, RN and HRC team will review Client 1’s informed consent for use of psychotropic medication by 9/13/21. For Client 6, the QIDP, RN, Conservator, AD, and Psychiatrist will discuss gradual reduction of psychotropic medication based on the behavior data by 9/13/21.  

B. QIDP, RN, AD, and HRC team will monitor all behavior controlling medications and behavior plans, verify informed consent for all psychotropics and document on electronic record system on a quarterly basis. 

C. 9/13/21 "
5bc178fa-fc21-493e-80e4-ea2788033c4b,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W316,,"A.  QIDP and RN will collaborate to ensure that all clients include Client 6 have an attempt for reduction when behavior objectives have been met. QIDP will also ensure that there is a behavioral goal for when medication reduction can be attempted. QIDP and RN will inform psychiatrist of behavioral goals met and recommend a reduction in his psychotropic medication by 9/13/21.  

B. AD to monitor RN and QIDP on psychotropic medication reduction and HRC will review each client’s psychotropics and reduction plans on a quarterly basis.  

C. 9/13/21 "
97384391-3004-4e72-a2dc-f30e1c733f63,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W322,,"A. The QIDP and RN will ensure that Physical Therapy (PT) recommendations are being in-serviced to staff and implemented as appropriate for Client 3 by 9/13/21. Wheelchair vendor has come and assess wheelchair and left lateral support part has been ordered. Neck brace and contour pillow has been purchased. 

B. AD will monitor PT recommendations at HRC meetings monthly and document into electronic record system.  

C. 9/13/21 "
16f10b41-ffad-4fef-b2cc-ac2104cda313,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W382,,"A. QIDP, PM, and RN will in-service staff by 9/13/21 on the process of medication administration, specifically not leaving medications unattended especially when giving medications to clients. QIDP, PM, and RN will ensure that DSP 1 is in-serviced by 9/13/21. 

B. QIDP, PM, and RN will document on medication observation form and document into electronic record system monthly. AD will monitor these forms on a quarterly basis.  

C. 9/13/21 "
c970e406-f25f-49b2-a070-ff3b3a02f867,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W454,,"A. QIDP, PM, and RN will in-service staff on infection control, specifically dish-washing solution and handling dishware when cooking and re-using for different clients by 9/13/21. QIDP, PM, and RN will train staff how to sanitize dishes between foods and clients and not placing any dishes/cooking ware in sink (as it is contaminated) if re-using by 9/13/21.  

B. QIDP, RN, and PM to do monthly unannounced visits and monthly meal observations and document into electronic record system. AD will monitor these documents quarterly.  

C. 9/13/21 "
83ae37ea-5e35-4292-b61a-af06dd73d9c9,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W455,,"A. QIDP, RN, and PM will in-service staff by 9/13/21 on CDC guidelines and Bethesda’s Covid-19 policies and procedures regarding the appropriate PPE. AD will also in-service QIDP and PM by 9/13/21.  

B. QIDP/PM/RN will monitor staff on appropriate PPE on monthly unannounced visit forms and document into electronic record system. AD will conduct unannounced visits monthly.  

C. 9/13/21  "
089548ab-de32-44ca-add7-f3b946f14b49,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W460,,"A. QIDP, PM, and RN will in-service staff by 9/13/21 on Client 1 and Client 2’s diet orders, specifically the portion sizes (Client 1 having eight ounces of prune juice as per orders, and Client 2 having a small portion diet with rice milk; not non-fat milk). QIDP, PM, and RN will also in-service staff on diet orders regarding following the menu especially regarding client diet orders (Client 1 receiving appropriate amount of prune juice and Client 2 to receiving appropriate amount of carbs).  

B. QIDP, PM, RN to monitor on monthly meal observations which are then documented in electronic record system. 

C. 9/13/21  "
048fe9bb-b991-41b0-a704-fec8b3810ea9,344ef67a-19fb-4ec5-b0df-024cd5be3fc9,Safety / Facilities,W474,,"A. QIDP, PM, and RN will in-service staff by 9/13/21 on clients 2, 3, 4, and 5 on their diet textures (client 2 and 4- ground diet, client 3-puree diet, and client 5-chopped diet). QIDP, PM, and RN will review menu foods and how to prepare them according to client’s ordered dietary texture.  

B. QIDP, PM, RN to monitor on monthly meal observations which are then documented in electronic record system.  

C. 9/13/21 "
b47c2339-4533-4ed4-9b13-2510fa8cf3f1,d0267ab1-f541-4d27-8883-273244e5e7ac,Safety / Facilities,W459,,"*The facility failed to ensure the caloric needs of Clients 1, 2, 3, 4, and 6 were met as per the
facility RD's nutritional assessments.
*The facility adapted a new diet menu, however, failed to collaborate with the the facility's RD for input, approval, and implementation of the menu; and ensure the diet menu's nutritional analysis
included the RDA and calorie contents for the
small, medium, and large portion sizes.
E-The facility failed to train the staff on how to
follow and implement the new menu.These failures caused Clients 1, 2, 3, 4, and 6's caloric needs to not be provided as per the 
Facility RD's evaluation as a result and potentially putting Clients 1, 2, 3, 4, and 6 at risk for 
significant weight losses. Cross reference to W460. 
*The facility's menu's nutritional analysis did not show 100% of the RDAs were met. Cross reference to W466.
The cumulative effect of these systemic practices resulted in the failure of the facility to deliver the statutory mandated dietetic services requirements to the clients of the facility. "
828beffd-927b-4b5b-b070-d746ba4a477c,d0267ab1-f541-4d27-8883-273244e5e7ac,Safety / Facilities,W460,,"*The facility failed to ensure Clients 1, 2, 3, 4, and 6's caloric needs as per the RD's nutritional assessments were met.
*The facility implemented a new diet menu from a contracted company without collaborating with the facility's RD for input, evaluation, and implementation of the menu.
*The diet menu's nutritional analysis did not show the RDAs for each meal and the caloric contents of the small, medium, and large portion sizes.
*The facility failed to train the staff on how to implement the new menu. hese failures resulted in Client 6 having rapid significant weight loss and placed Clients 1, 2, 3, and 4 at risk for unplanned weight loss. 
On 10/26/21 at 1538 hours, the IJ was abated after the facility had implemented the following Plan of corrective actions. -	On 10/19/21, the facility's RN had completed the nursing reviews of weight loss and/or weight gain over the past year and reviewed documentation to ensure proper medical care was provided to the affected clients. The RN had consulted with the PCP on 10/23/21, during the scheduled appointments for all the six clients to address any discrepancies in weight gain or loss greater then three pounds.
-	On 10/20/21, the facility had scheduled the appointments with the PCP on 10/23/21 at 1030 hours, to review the clients' weights and prescribe necessary treatments if needed.
-	On 10/21 /21, the facility management had decided to implement the diet menu on 10/22/21, which was developed by the facility's RD to provide the caloric needs of Clients 1, 2, 3, 4, 5, and 6 as per their nutritional assessments. The nutritional analysis of the menus included the caloric content for the small, medium, and large portion sizes, however, the nutritional analysis did not include the RDAs. The weekly projected menu was readily available to management and staff.
-	On 10/21/21, the facility's RD had trained the management team and staff on the menu implementation which included the daily spread sheet, menus, recipes, portion size, substitutions and menu change, personal diet plans, texture modifications, therapeutic diets, maintaining records, food groups, healthy snacks, and shopping guidelines.

"
e9f2d3bd-3d02-4e31-8a97-d1c591d61472,d0267ab1-f541-4d27-8883-273244e5e7ac,Safety / Facilities,W460,,"-	The facility ensures the diet plan will identify the specific supports needed to ensure that each person supported will receive a safe and nutritionally adequate diet.
-	The facility ensures all staff will be trained on dietary needs, diet plans/protocols before meal preparation.
-	The Program Manager or QIDP will ensure the most updated orders/recommendations and reference materials for each person is readily available to the staff.
-	Every meal will be well balanced and meet the nutritional needs of the people supported.
Review of the facility's P&P tilled Food Service Procedure revised date 9/27 /21, showed all menus should be prepared per recipe, as indicated, as often as possible. Item substitutions shall be equivalent to the item on the menu. 
On 10/11/21 at 1011 hours, an unannounced visit was conducted to the facility. The Lead DSP stated there were six clients (Clients 1, 2, 3, 4, 5, and 6) in the facility. Review of the facility's menu Nutritional Information dated 10/11 to 10/17/21, showed the menu items for breakfast, lunch, and dinner (excluding the snacks and supplements as not all clients received the snacks and supplements). "
3af15962-0efd-4481-a73e-6cf4f70388e9,8b2bf232-1e26-41b3-8de1-6a943b0f85fc,Safety / Facilities,W459,,"This CONDITION is not met as evidenced by: review, facility document review, and facility P&P review, the facility failed to ensure the required dietetic services were met as evidenced by: 
-	The facility failed to ensure four of four sampled clients' (Clients 1, 2, 3, and 4) nutritional needs were met by providing well balanced diet. Cross reference to W460.
-	The facility failed to ensure four of four sampled clients' (Clients 1, 2, 3, and 4) nutritional needs were met when the menu's nutritional analysis did not reflect 100% of the RDAs were met. Cross reference to W466.
The cumulative effect of these systemic practices resulted in the failure of the facility to deliver the statutory mandated dietetics services requirements to the clients in the facility. "
